title,text,created_at,author,keywords
 The Mandalorian season 2's first cliffhanger ending explained ,What we know about the ending of The Mandalorian season 2's first episode.,2020-11-03T12:30:01.515Z, TechRadar - All the latest technology news ,
 This open source software brings back one of the most loved features of Windows 7 ,"By downloading and installing Open Shell, you can easily change the look and feel of Windows 10's Start Menu.",2020-11-02T20:30:01.431Z, TechRadar - All the latest technology news ,
Projectors vs. TVs: Which is best for your home theater?,"Since there's nothing more important than a solid home theater screen, we weigh in on the projector versus TV debate. Find out which display is best for you.",2020-11-03T09:30:00.639Z,Digital Trends,
 New Microsoft Surface Pro 8 rumor brings good news and bad news ,A new rumor about the Surface Pro 8 suggests it could come with some powerful components – but no major design change.,2020-11-02T11:30:01.472Z, TechRadar - All the latest technology news ,
Conservationists plan to build a giant doomsday vault for threatened coral reefs,"How do you back up the world’s endangered coral supplies? Simple: With a giant, ultrasecure above-ground bunker in Australia.",2020-11-03T20:30:00.686Z,Digital Trends,
 One of Samsung's most affordable smartphones is about to get a successor ,The Samsung Galaxy M02 will be the successor to the Galaxy M01 and will likely to retain the Snapdragon SoC.,2020-11-02T12:00:01.534Z, TechRadar - All the latest technology news ,
2021 Rolls-Royce Ghost First Drive Review – Luxury with a twist,"The second-generation 2021 Rolls-Royce Ghost marks the beginning of a new era at Goodwood. Here is a modern Rolls, one that sets aside pompousness for what the marque refers to as ‘Post Opulence’ design. The first-generation Ghost, released in 2009, became the most successful product in Rolls-Royce’s 116-year history. And, unlike with the stately Phantom, it turns out Ghost buyers … Continue reading",2020-11-03T14:30:01.430Z,SlashGear,
Why protecting the brain against infection takes guts,"The brain is uniquely protected against invading bacteria and viruses, but its defence mechanism has long remained a mystery. Now, a study in mice, confirmed in human samples, has shown that the brain has a surprising ally in its protection: the gut.",2020-11-04T19:00:02.504Z,Latest Science News -- ScienceDaily,
"Google discloses zero-day vulnerability in Windows OS, security patch weeks away","Google discloses zero-day vulnerability in Windows OS, security patch weeks away",2020-11-03T16:30:00.632Z,Firstpost Tech Latest News,
Walmart splits Black Friday into separate ‘events’ under COVID-19 revamp,"One of the biggest retailers in the United States, Walmart, has made some big changes to how it will deal with Black Friday this year in light of the pandemic and the challenges it presents. Rather than having one big Black Friday shopping ‘holiday,’ the company says it will split the promotions up into three separate ‘events’ throughout November with … Continue reading",2020-11-02T06:30:03.065Z,SlashGear,
" Google Pixel 4a to go on sale in India today: price, specs, and availability ",The Google Pixel 4a will be up for grabs today at 12 noon on Flipkart. The device was sold out during the Big Billion Days sale a couple of weeks back.,2020-11-04T02:30:01.337Z, TechRadar - All the latest technology news ,
13 of the nicest moments from Election Day,"Election night has arrived, which means you're likely feeling anxious as hell as we wait for results to roll in.

Hopefully you've been making a conscious effort to distract yourself from crushing Election Day stress, but since it's going to be a while before all the ballots are counted we're here to give you another pick-me-up.

Take a break from refreshing FiveThirtyEight statistics, watching the New York Times needles, and doomscrolling through social media to enjoy these wholesome moments from polling places around the country on Tuesday.

Yes, the election process is absolutely agonizing, but hopefully you can find some temporary comfort in pets, music, dancing, and snacks at the polls. Read more...
More about Voting, 2020 Election, Culture, Web Culture, and Politics",2020-11-03T22:30:00.938Z,Mashable,
Eight nations officially banded together under 'Artemis Accords' space coalition by NASA,Eight nations officially banded together under 'Artemis Accords' space coalition by NASA,2020-11-02T06:30:01.185Z,Firstpost Tech Latest News,
Sony Ericsson VAIO phone is the keyboard slider you wish happened,"Sony may have not become a small-time player in the mobile market but there was a time when it eclipsed Samsung and went head to head with the old Nokia and Motorola. That was during its time as Sony Ericsson, when it launched notable (Symbian/UIQ-based) smartphones as well as flaunting the still popular Xperia line. It also dared to come … Continue reading",2020-11-03T06:00:02.258Z,SlashGear,
"MacBook Pro, MacBook Air Will Be The First To Get Apple Silicon Chips","Apple has recently confirmed that they will be hosting an event on the 10th of November where it is largely expected that they will unveil the first of their Apple Silicon Mac computers. However, there is the question of which computers will be the first to take advantage of the new hardware, but now we might have an idea.According to a report from Bloomberg, Mark Gurman and Debby Wu have […]",2020-11-03T01:00:01.583Z,Ubergizmo,
 Drive smarter and more safely with Garmin's clever car tech ,"Superb sat navs, discreet dash cams and Alexa integration make every trip a triumph.",2020-11-02T08:30:01.816Z, TechRadar - All the latest technology news ,
Masterbuilt's latest Gravity Series smart grill comes with a griddle insert,"Masterbuilt’s Gravity Series line of grills gives you the flavor and flexibility of charcoal in models that also offer WiFi connectivity. Today, the company revealed a third, mid-sized option with a unique twist. The Gravity Series 800 can manage hig...",2020-11-02T14:30:01.957Z,Engadget,
Winning Trust for a Vaccine Means Confronting Medical Racism,The US has a long history of abusing minorities for pharmaceutical profit. Messaging for a Covid-19 inoculation will have to overcome that past.,2020-11-02T12:30:00.134Z,Wired,
 Google Chrome has stolen an important security feature from its rival ,Google will create its own root store so its browser no longer has to use Microsoft or Apple's to determine whether HTTPS connections are valid.,2020-11-02T18:00:01.462Z, TechRadar - All the latest technology news ,
"FBI, Homeland Security detail how Iranian hackers stole US voter data","US officials are shedding more light on how Iran-linked hackers stole voter info to send intimidating emails to Democrat voters. The FBI and Homeland Security’s CISA have issued an advisory (via Bleeping Computer) explaining the campaign, which ran f...",2020-11-02T06:30:02.777Z,Engadget,
 Update your Adobe software now to fix these ‘critical’ threats ,Adobe Reader and Acrobat flaws could be used to seize control of your machine.,2020-11-04T12:30:01.612Z, TechRadar - All the latest technology news ,
How to choose a microSD card for the Nintendo Switch,"Though the Nintendo Switch has onboard memory, you'll likely need a microSD card to store all your digital downloads. Here's how to choose the best one.",2020-11-02T22:00:00.582Z,Digital Trends,
The best Philips Hue deals and Philips Hue Starter Kit deals for November 2020,"Philips Hue Lights, Accessories, and Starter Kits are the easiest way to add smart lights to your home.",2020-11-03T12:30:00.400Z,Digital Trends,
MediaTek wants to help education-focused tablet makers beat the iPad,"Once quiet about providing chips to well-known brands, MediaTek wants people to know its chips are powering affordable educational devices.",2020-11-03T20:00:01.032Z,VentureBeat,
"An architecture student’s vision for a greener Mumbai: Strategies for coastal cities to mitigate, adapt, regulate against sea level rise","An architecture student’s vision for a greener Mumbai: Strategies for coastal cities to mitigate, adapt, regulate against sea level rise",2020-11-03T05:00:00.543Z,Firstpost Tech Latest News,
NordVPN has already dropped an impressive Black Friday deal,"SAVE 68%: A two-year subscription to NordVPN is on sale for £2.86 per month until Dec. 1, and includes an extra plan as a gift. 


The Black Friday shopping period is always a good opportunity to save on consumer technology, household appliances, and a wide range of digital services. It's usually the physical items that get the most attention, like TVs, speakers, and consoles, but VPN deals deserve some credit at this time.

Black Friday VPN deals regularly offer impressive value on the most popular services, and this year is going to be the same. NordVPN has already dropped an impressive Black Friday deal, with 68% off a two-year plan until Dec. 1. Read more...
More about Vpn, Mashable Shopping, Shopping Uk, Uk Deals, and Nordvpn",2020-11-03T05:30:01.010Z,Mashable,
